hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,46,2017,February,6,7,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,98.6,0,1,Check-Out,2017-02-12
City Hotel,0,12,2015,October,41,4,1,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,72.0,0,0,Check-Out,2015-10-05
City Hotel,1,216,2017,June,26,30,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.4,0,0,Canceled,2016-11-26
City Hotel,1,88,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08
City Hotel,1,162,2017,July,27,7,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-05-17
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,1,206,2017,May,18,5,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2016-11-09
City Hotel,1,15,2016,February,7,12,0,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,Canceled,2016-01-28
City Hotel,0,40,2016,August,35,23,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Check-Out,2016-08-28
City Hotel,0,94,2017,May,19,13,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,107.53,0,1,Check-Out,2017-05-16
City Hotel,1,148,2017,July,27,3,1,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,152.1,0,0,Canceled,2017-05-16
City Hotel,0,16,2016,December,49,2,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,85.78,0,2,Check-Out,2016-12-05
City Hotel,1,420,2017,May,20,20,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-03-02
City Hotel,1,110,2017,April,17,26,1,4,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,136.8,0,0,Canceled,2017-01-06
City Hotel,0,199,2016,October,44,28,0,2,3,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient-Party,123.0,0,1,Check-Out,2016-10-30
City Hotel,1,117,2016,February,10,29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
City Hotel,1,75,2016,March,12,17,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,80.0,0,0,Canceled,2016-02-03
City Hotel,1,191,2017,June,23,7,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-12
City Hotel,0,75,2015,December,53,27,2,5,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.81,0,1,Check-Out,2016-01-03
City Hotel,1,129,2016,August,32,6,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,0,Canceled,2016-03-31
City Hotel,0,76,2016,March,12,18,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Check-Out,2016-03-20
City Hotel,0,45,2016,February,9,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,80.3,0,1,Check-Out,2016-02-28
City Hotel,0,186,2017,May,21,24,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,144.37,0,2,Check-Out,2017-05-27
City Hotel,0,140,2017,June,22,3,1,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.8,0,0,Check-Out,2017-06-05
City Hotel,1,341,2015,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,64,2016,July,29,14,0,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0,Canceled,2016-06-03
City Hotel,1,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2016-11-25
City Hotel,0,17,2015,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,90.0,0,1,Check-Out,2015-08-30
City Hotel,1,4,2016,September,40,27,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient,188.0,0,0,Canceled,2016-09-26
City Hotel,1,27,2016,May,21,21,2,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.6,0,0,Canceled,2016-05-18
City Hotel,1,89,2017,August,32,7,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,0,Canceled,2017-07-24
City Hotel,1,162,2016,May,20,11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,135.0,0,0,Canceled,2016-03-14
City Hotel,0,309,2017,May,19,13,2,3,2,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,467.0,,0,Transient-Party,89.1,0,0,Check-Out,2017-05-18
City Hotel,0,353,2016,December,53,29,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,B,A,6,No Deposit,9.0,,0,Transient-Party,73.74,0,0,Check-Out,2017-01-02
City Hotel,0,0,2017,February,6,7,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,12,A,A,0,No Deposit,94.0,,0,Transient,45.0,0,1,Check-Out,2017-02-08
City Hotel,0,63,2015,September,36,4,0,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21.0,,0,Transient-Party,116.0,0,0,Check-Out,2015-09-06
City Hotel,1,150,2017,August,32,7,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2017-04-17
City Hotel,1,88,2016,April,18,29,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,1,Canceled,2016-04-18
City Hotel,0,65,2015,October,42,16,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,89.2,0,1,Check-Out,2015-10-17
City Hotel,1,207,2017,August,35,30,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,99.0,0,0,Canceled,2017-07-31
City Hotel,0,49,2015,December,53,30,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,71.0,0,0,Check-Out,2016-01-03
City Hotel,0,94,2017,May,19,13,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.0,0,2,Check-Out,2017-05-16
City Hotel,1,118,2017,August,32,11,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Canceled,2017-06-06
City Hotel,1,15,2017,August,34,25,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,101.8,0,1,Canceled,2017-08-10
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
City Hotel,0,6,2016,January,3,12,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,69.5,0,2,Check-Out,2016-01-14
City Hotel,1,104,2016,December,50,4,2,0,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,2016-11-17
City Hotel,1,205,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2016-03-15
City Hotel,0,44,2016,September,39,20,0,4,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,157.0,,0,Transient,101.52,0,0,Check-Out,2016-09-24
City Hotel,0,70,2017,May,18,6,2,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Check-Out,2017-05-12
City Hotel,1,65,2016,June,24,10,3,7,1,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.45,0,0,Canceled,2016-05-16
City Hotel,0,0,2016,November,49,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-11-30
City Hotel,1,288,2016,April,17,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,22,2017,February,8,25,4,11,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,193.0,0,0,Canceled,2017-02-09
City Hotel,0,4,2015,August,36,31,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,65.0,0,0,Check-Out,2015-09-01
City Hotel,0,19,2016,May,19,3,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,120.12,0,2,Check-Out,2016-05-06
City Hotel,0,6,2016,September,38,17,1,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,2016-09-19
City Hotel,0,14,2016,April,16,13,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,70.0,0,1,Check-Out,2016-04-14
City Hotel,1,18,2017,March,12,21,0,3,1,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Canceled,2017-03-03
City Hotel,0,45,2015,October,43,24,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,15.0,,0,Transient,76.77,0,0,Check-Out,2015-10-28
City Hotel,0,6,2016,November,48,22,0,2,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,179.0,,0,Transient,79.0,0,1,Check-Out,2016-11-24
City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,2,No Deposit,21.0,,0,Transient-Party,76.0,0,0,Check-Out,2016-10-01
City Hotel,0,20,2016,December,50,9,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.67,0,1,Check-Out,2016-12-12
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
City Hotel,0,45,2017,March,13,27,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,88.2,0,2,Check-Out,2017-03-30
City Hotel,1,157,2016,July,28,6,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,120.7,0,2,Canceled,2016-07-01
City Hotel,1,281,2015,July,30,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2015-01-01
City Hotel,1,2,2016,June,24,7,0,1,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,2,No-Show,2016-06-07
City Hotel,0,32,2016,July,30,18,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,39.0,,0,Transient-Party,105.0,0,1,Check-Out,2016-07-20
City Hotel,0,229,2017,May,21,25,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,2017-05-29
City Hotel,1,57,2017,March,10,11,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,125.8,0,0,Canceled,2017-01-14
City Hotel,1,407,2017,May,18,6,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
City Hotel,0,3,2016,August,35,22,1,1,2,0.0,0,BB,CHN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-24
City Hotel,1,16,2017,May,18,3,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Canceled,2017-04-18
City Hotel,1,36,2017,January,1,3,0,5,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,107.0,0,1,Canceled,2016-12-22
City Hotel,1,200,2016,July,29,15,3,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1,Canceled,2016-03-04
City Hotel,0,32,2016,August,34,17,0,2,4,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,214.75,0,1,Check-Out,2016-08-19
City Hotel,0,43,2015,October,40,2,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,58.4,0,0,Check-Out,2015-10-07
City Hotel,1,163,2016,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,100.0,0,0,Canceled,2016-01-26
City Hotel,0,3,2015,November,45,1,2,1,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0,Check-Out,2015-11-04
City Hotel,0,7,2016,December,52,19,1,0,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,2,No Deposit,14.0,,0,Transient,88.0,0,1,Check-Out,2016-12-20
City Hotel,1,118,2017,April,14,7,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2017-02-05
City Hotel,0,83,2017,April,16,18,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,0,Check-Out,2017-04-21
City Hotel,1,304,2015,August,34,17,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-02
City Hotel,1,192,2016,May,20,12,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,39.0,,42,Transient,135.0,0,0,Canceled,2015-12-14
City Hotel,1,62,2016,September,36,3,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.88,0,0,Canceled,2016-07-16
City Hotel,1,183,2016,October,43,20,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Canceled,2016-08-09
City Hotel,1,126,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,65.0,0,0,Canceled,2016-01-18
City Hotel,0,56,2016,March,13,22,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11.0,,0,Transient,79.2,0,0,Check-Out,2016-03-25
City Hotel,0,32,2017,May,20,19,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient,170.0,0,2,Check-Out,2017-05-22
City Hotel,0,174,2017,May,19,13,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,79.0,,0,Transient,118.8,0,0,Check-Out,2017-05-15
City Hotel,0,103,2016,March,10,3,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient-Party,61.5,0,1,Check-Out,2016-03-06
City Hotel,1,97,2016,March,13,20,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,9,Transient,79.43,0,0,Canceled,2015-12-23
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,98,Transient,77.5,0,0,Canceled,2015-11-11
City Hotel,0,53,2015,August,35,24,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-26
City Hotel,0,9,2016,February,7,12,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2016-02-14
City Hotel,1,8,2016,March,11,11,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.0,0,0,Canceled,2016-03-03
City Hotel,0,133,2017,April,15,11,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.5,0,3,Check-Out,2017-04-14
City Hotel,1,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-02-09
City Hotel,0,3,2017,January,2,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,108.0,0,2,Check-Out,2017-01-14
City Hotel,1,178,2016,April,18,28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0,Canceled,2015-12-18
City Hotel,0,15,2015,December,53,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Transient,146.0,1,2,Check-Out,2016-01-01
City Hotel,0,22,2016,November,47,18,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,109.1,0,3,Check-Out,2016-11-20
City Hotel,0,4,2015,October,42,12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2015-10-13
City Hotel,0,3,2015,September,39,25,2,3,1,0.0,0,BB,JPN,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,0,2,2017,August,33,19,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,2017-08-20
City Hotel,1,233,2016,October,42,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-08-17
City Hotel,0,448,2017,June,24,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,124.0,0,3,Check-Out,2017-06-19
City Hotel,1,17,2017,February,9,26,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Canceled,2017-02-09
City Hotel,0,85,2016,May,19,3,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Check-Out,2016-05-06
City Hotel,1,146,2016,March,14,30,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,86.0,,28,Transient,80.0,0,0,Canceled,2015-12-03
City Hotel,0,15,2017,February,6,9,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-02-15
City Hotel,0,166,2017,June,26,27,0,5,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.02,0,1,Check-Out,2017-07-02
City Hotel,0,14,2016,May,22,27,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,62.5,0,0,Check-Out,2016-05-28
City Hotel,0,54,2015,July,28,7,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.37,0,0,Check-Out,2015-07-17
City Hotel,1,29,2017,January,3,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,65.0,0,0,Canceled,2017-01-04
City Hotel,0,6,2015,October,42,11,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,1,Check-Out,2015-10-14
City Hotel,1,20,2016,November,48,24,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,2,Canceled,2016-11-14
City Hotel,0,118,2017,May,20,20,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Check-Out,2017-05-22
City Hotel,0,152,2016,November,45,1,0,4,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,98.0,0,0,Check-Out,2016-11-05
City Hotel,0,4,2016,February,10,29,1,4,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,,40.0,0,Transient,68.0,1,1,Check-Out,2016-03-05
City Hotel,0,53,2016,April,14,2,0,1,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,75.6,0,1,Check-Out,2016-04-03
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-04-27
City Hotel,0,198,2017,July,29,20,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,96.9,0,0,Check-Out,2017-07-23
City Hotel,1,85,2016,December,49,3,1,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,98.0,0,0,Canceled,2016-11-17
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,21,2016,October,41,2,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,121.63,0,3,Check-Out,2016-10-06
City Hotel,0,192,2016,September,37,5,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,2016-09-09
City Hotel,1,23,2016,March,13,26,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,136.0,0,0,Canceled,2016-03-25
City Hotel,0,1,2017,March,12,22,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2017-03-23
City Hotel,1,88,2017,May,20,17,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-02-18
City Hotel,0,125,2017,July,28,10,1,0,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,170.5,0,0,Check-Out,2017-07-11
City Hotel,1,93,2017,February,7,12,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,129.7,0,1,Canceled,2016-11-21
